id,company_name,country,categories,stands,exhibitions,years,appearance_count,extra_json
expo-00030,A-CONSTRUCTION LTD MMC,Azərbaycan,MEDİA,A4010,Caspian Agro Week,2019,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""A4010"", ""company_id"": ""5058"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2019""}]}"
expo-00031,A-KOND 1 QSC,Azərbaycan,MEDİA,2A224,Aquatherm Baku,2024,1,"{""appearances"": [{""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2A224"", ""company_id"": ""325192"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2024""}]}"
expo-00032,A2Z TECHNOLOGIES QSC,Azərbaycan,MEDİA,A3104,Securex Caspian,2022,2,"{""appearances"": [{""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""A3104"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""A3104"", ""company_id"": ""6981"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2022""}]}"
expo-00033,AAC GOBUSTONE,Azərbaycan,MEDİA,2A132-1,Aquatherm Baku,2024,1,"{""appearances"": [{""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2A132-1"", ""company_id"": """", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2024""}]}"
expo-00034,ABAD PHŞ,Azərbaycan,MEDİA,F1022,InterFood Azerbaijan,2019,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""F1022"", ""company_id"": ""4282"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2019""}]}"
expo-00035,ABSHERON EXPRESS,Azərbaycan,MEDİA,2T332-1,TransLogistica Caspian,2024,1,"{""appearances"": [{""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2T332-1"", ""company_id"": """", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2024""}]}"
expo-00036,ABSHERON HOTEL GROUP,Azərbaycan,MEDİA | TƏRƏFDAŞ | TƏRƏFDAŞLAR | ŞİRVAN AQRO MMC,,Aquatherm Baku | BakuBuild | Caspian Agro Week | Caspian Oil & Gas | InterFood Azerbaijan | Plastex Caspian | Securex Caspian | TransLogistica Caspian,2025 | 2026,10,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2026"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2026"", ""category"": ""ŞİRVAN AQRO MMC"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""TƏRƏFDAŞ"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""plastex"", ""exhibition_label"": ""Plastex Caspian"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://plastex.az/az/exhibitors-list/year/2026""}]}"
expo-00037,ABSHERON OLİVE GARDEN MMC,Azərbaycan,ATS FOOD | MEDİA | NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ | ŞİRVAN AQRO MMC,2F142 | 4F300-2,InterFood Azerbaijan,2024 | 2025 | 2026 | 2027,4,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2F142"", ""company_id"": ""310833"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2025"", ""category"": ""NAXÇIVAN MUXTAR RESPUBLİKASININ MİLLİ STENDİ"", ""stand"": ""2F142"", ""company_id"": ""310833"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2026"", ""category"": ""ŞİRVAN AQRO MMC"", ""stand"": ""4F300-2"", ""company_id"": ""7342"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2027"", ""category"": ""ATS FOOD"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2027""}]}"
expo-00038,ABSHERON SAFFRON LTD MMC,Azərbaycan,AZPROMO | MEDİA | MURMANSK VİLAYETİ,1F015 | 4F204-1 | 4F332 | F1018 | F2069,InterFood Azerbaijan,2019 | 2021 | 2023 | 2024 | 2026,5,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""F2069"", ""company_id"": ""5467"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2021"", ""category"": ""MEDİA"", ""stand"": ""F1018"", ""company_id"": ""5467"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2021""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2023"", ""category"": ""MURMANSK VİLAYETİ"", ""stand"": ""4F332"", ""company_id"": ""5467"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""1F015"", ""company_id"": ""5467"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2026"", ""category"": ""AZPROMO"", ""stand"": ""4F204-1"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2026""}]}"
expo-00039,ABSHERON TAXİL MMC,Azərbaycan,MEDİA | MURMANSK VİLAYETİ,1F360-3 | F2021-2,InterFood Azerbaijan,2022 | 2023,2,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""F2021-2"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2023"", ""category"": ""MURMANSK VİLAYETİ"", ""stand"": ""1F360-3"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2023""}]}"
expo-00040,ABSHERON TRADE CENTER,Azərbaycan,TƏRƏFDAŞLAR,,BakuBuild,2026,1,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2026"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2026""}]}"
expo-00041,ABŞERON LOGİSTİKA MƏRKƏZİ,Azərbaycan,MEDİA,1116 | 2T332 | 2T334 | 2T352 | T2324,TransLogistica Caspian,2019 | 2022 | 2023 | 2024 | 2025 | 2026,6,"{""appearances"": [{""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""1116"", ""company_id"": ""5511"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""T2324"", ""company_id"": ""5511"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""2T334"", ""company_id"": ""5511"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2023""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2T332"", ""company_id"": ""5511"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2024""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""2T332"", ""company_id"": ""5511"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""2T352"", ""company_id"": ""5511"", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2026""}]}"
expo-00042,ABŞERON TAXIL,Azərbaycan,AGRO DAIRY MMC | MEDİA,1A210-5 | 1A210-6,Caspian Agro Week,2025 | 2026,2,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""1A210-6"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2025""}, {""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""AGRO DAIRY MMC"", ""stand"": ""1A210-5"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}]}"
expo-00043,ABŞERON TİCARƏT MƏRKƏZİ,Azərbaycan,TƏRƏFDAŞLAR,2B420,BakuBuild,2025,1,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2025"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""2B420"", ""company_id"": ""345406"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2025""}]}"
expo-00044,ABŞERON-2000,Azərbaycan,ABSHERON-2000,4F412,InterFood Azerbaijan,2026,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2026"", ""category"": ""ABSHERON-2000"", ""stand"": ""4F412"", ""company_id"": ""352301"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2026""}]}"
expo-00045,ACCURATE AZ,Azərbaycan,MEDİA | ŞİRVAN AQRO MMC,,Aquatherm Baku | Caspian Oil & Gas | InterFood Azerbaijan | TransLogistica Caspian,2026,4,"{""appearances"": [{""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2026"", ""category"": """", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2026"", ""category"": ""ŞİRVAN AQRO MMC"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2026""}, {""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2026"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2026""}]}"
expo-00046,ACE GROUP CONSULTANTS,Azərbaycan,MEDİA,1014 | 1C014 | C1014,Caspian Oil & Gas,2019 | 2022 | 2023,3,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""1014"", ""company_id"": ""4578"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""C1014"", ""company_id"": ""4578"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""1C014"", ""company_id"": ""4578"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2023""}]}"
expo-00047,ACQUE MINERALI D’ITALIA HOLDING,Azərbaycan,MEDİA,F2414,InterFood Azerbaijan,2019,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2019"", ""category"": ""MEDİA"", ""stand"": ""F2414"", ""company_id"": """", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2019""}]}"
expo-00048,ACT TEXNOLOGIYALARI MMC,Azərbaycan,MEDİA,2C304,Caspian Oil & Gas,2024,1,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2C304"", ""company_id"": ""313963"", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2024""}]}"
expo-00049,ADA UNİVERSİTETİ,Azərbaycan,TƏRƏFDAŞ,2A037,Caspian Agro Week,2026,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2026"", ""category"": ""TƏRƏFDAŞ"", ""stand"": ""2A037"", ""company_id"": ""310657"", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2026""}]}"
expo-00050,ADIS AZERBAİJAN MMC,Azərbaycan,MEDİA | ÇELYABİNSK VİLAYƏTİ,1B354 | B1208,BakuBuild,2022 | 2023,2,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""B1208"", ""company_id"": ""7047"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2023"", ""category"": ""ÇELYABİNSK VİLAYƏTİ"", ""stand"": ""1B354"", ""company_id"": ""7047"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2023""}]}"
expo-00051,ADRİMAK,Azərbaycan,MEDİA,A5002-14,Caspian Agro Week,2022,1,"{""appearances"": [{""exhibition"": ""caspianagroweek"", ""exhibition_label"": ""Caspian Agro Week"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""A5002-14"", ""company_id"": """", ""source_url"": ""https://caspianagroweek.az/az/exhibitors-list/year/2022""}]}"
expo-00052,ADT GROUP,Azərbaycan,MEDİA,4A012,Securex Caspian,2024,1,"{""appearances"": [{""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""4A012"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2024""}]}"
expo-00053,ADVERA MMC,Azərbaycan,MEDİA,,Caspian Oil & Gas,2025,1,"{""appearances"": [{""exhibition"": ""caspianoilgas"", ""exhibition_label"": ""Caspian Oil & Gas"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://caspianoilgas.az/az/exhibitors-list/year/2025""}]}"
expo-00054,ADY EXPRESS,Azərbaycan,MEDİA,,TransLogistica Caspian,2025,1,"{""appearances"": [{""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2025"", ""category"": ""MEDİA"", ""stand"": ""-"", ""company_id"": """", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2025""}]}"
expo-00055,AE UNİON MMC,Azərbaycan,MEDİA,4S021,Securex Caspian,2024,1,"{""appearances"": [{""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""4S021"", ""company_id"": """", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2024""}]}"
expo-00056,AES-TRADING,Azərbaycan,MEDİA,2A126 | A2112,Aquatherm Baku,2022 | 2023,2,"{""appearances"": [{""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2022"", ""category"": ""MEDİA"", ""stand"": ""A2112"", ""company_id"": ""6984"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2022""}, {""exhibition"": ""aquatherm"", ""exhibition_label"": ""Aquatherm Baku"", ""year"": ""2023"", ""category"": ""MEDİA"", ""stand"": ""2A126"", ""company_id"": ""6984"", ""source_url"": ""https://aquatherm.az/az/exhibitors-list/year/2023""}]}"
expo-00057,AFRİKA–AZƏRBAYCAN ƏMƏKDAŞLIĞI,Azərbaycan,AFRİCA PAVİLYONU,4F224,InterFood Azerbaijan,2026,1,"{""appearances"": [{""exhibition"": ""interfood"", ""exhibition_label"": ""InterFood Azerbaijan"", ""year"": ""2026"", ""category"": ""AFRİCA PAVİLYONU"", ""stand"": ""4F224"", ""company_id"": ""352083"", ""source_url"": ""https://interfood.az/az/exhibitors-list/year/2026""}]}"
expo-00058,AG EXPRESS,Azərbaycan,MEDİA,2T332-2,TransLogistica Caspian,2024,1,"{""appearances"": [{""exhibition"": ""translogistica"", ""exhibition_label"": ""TransLogistica Caspian"", ""year"": ""2024"", ""category"": ""MEDİA"", ""stand"": ""2T332-2"", ""company_id"": """", ""source_url"": ""https://translogistica.az/az/exhibitors-list/year/2024""}]}"
expo-00059,AGAH GROUP İNŞAAT ŞİRKƏTİ,Azərbaycan,TƏRƏFDAŞLAR,B1048,BakuBuild | Securex Caspian,2019,2,"{""appearances"": [{""exhibition"": ""bakubuild"", ""exhibition_label"": ""BakuBuild"", ""year"": ""2019"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""B1048"", ""company_id"": ""5950"", ""source_url"": ""https://bakubuild.az/az/exhibitors-list/year/2019""}, {""exhibition"": ""securexcaspian"", ""exhibition_label"": ""Securex Caspian"", ""year"": ""2019"", ""category"": ""TƏRƏFDAŞLAR"", ""stand"": ""B1048"", ""company_id"": ""5950"", ""source_url"": ""https://securexcaspian.az/az/exhibitors-list/year/2019""}]}"
